Item,Color,Platform A,Platform B,Platform C
Shorts,Dark Yellow,1908,740,1046
Jeans,Dark Yellow,1718,1920,1954
Jackets,Dark Yellow,1857,1224,1933
T-Shirts,Dark Yellow,1190,1975,1246
Dresses,Dark Yellow,1371,994,916
Shorts,Dark Yellow,1896,1127,1575
T-Shirts,Dark Yellow,1520,641,1609
Jeans,Dark Yellow,1343,1508,1761
Jackets,Dark Yellow,1163,1072,1148
Dresses,Dark Yellow,1139,1115,1197
Shirts,Dark Yellow,677,1368,1529
Shirts,Dark Yellow,806,1047,826
Skirts,Dark Yellow,894,799,1248
Shirts,Dark Yellow,829,549,1272
Jeans,Dark Yellow,877,1499,1273
Skirts,Dark Yellow,1367,1598,502
Shorts,Dark Yellow,1247,1971,774
Jackets,Dark Yellow,714,828,754
T-Shirts,Dark Yellow,625,1266,1847
Skirts,Dark Yellow,1695,716,1768
Shorts,Dark Yellow,1821,1331,681
Jeans,Dark Yellow,1010,882,1722
Skirts,Dark Yellow,1688,1765,1399
Jackets,Dark Yellow,1750,1133,950
Skirts,Dark Yellow,1727,957,1329
Dresses,Dark Yellow,1795,508,1260
Shirts,Dark Yellow,1724,1582,1386
Dresses,Dark Yellow,1642,898,830
T-Shirts,Dark Yellow,979,633,1415
Shorts,Dark Yellow,854,1083,1124
T-Shirts,Dark Yellow,789,1324,1128
T-Shirts,Dark Yellow,1131,1670,826
Shorts,Dark Yellow,709,1819,1921
Shorts,Dark Yellow,1135,1367,1732
Shirts,Dark Yellow,927,892,1325
Skirts,Dark Yellow,1632,847,549
Skirts,Dark Yellow,1628,1943,1896
T-Shirts,Dark Yellow,1467,1299,1796
Dresses,Dark Yellow,1148,1863,800
Jackets,Dark Yellow,1788,665,815
Dresses,Dark Yellow,1519,1784,562
T-Shirts,Dark Yellow,1844,1724,721
Skirts,Dark Yellow,1125,1985,716
Skirts,Dark Yellow,1725,1494,1514
Shorts,Dark Yellow,1757,1664,1207
Jackets,Dark Yellow,1580,1665,1221
T-Shirts,Dark Yellow,1139,605,664
Shorts,Dark Yellow,1594,589,1373
Skirts,Dark Yellow,1602,1107,848
Jackets,Dark Yellow,1393,745,771
Shorts,Dark Yellow,902,1639,1958
Jackets,Dark Yellow,1965,1695,1539
Dresses,Dark Yellow,1397,1579,1626
Skirts,Dark Yellow,1016,1117,1801
Shirts,Dark Yellow,1111,1249,1792
Dresses,Dark Yellow,899,585,819
T-Shirts,Dark Yellow,1602,673,1000
Shorts,Dark Yellow,575,815,1896
Dresses,Dark Yellow,1196,1509,1231
Shorts,Dark Yellow,1468,1353,1165
Shirts,Dark Yellow,1151,1594,545
Shorts,Dark Yellow,1945,648,1409
Jackets,Dark Yellow,955,1376,1465
Shirts,Dark Yellow,1368,1428,1523
Dresses,Dark Yellow,1273,743,973
Jeans,Dark Yellow,1626,988,1560
Jeans,Dark Yellow,1856,896,795
T-Shirts,Dark Yellow,1359,1453,1029
Dresses,Dark Yellow,1606,1433,787
Jeans,Dark Yellow,1205,1984,714
Dresses,Dark Yellow,1231,1982,843
Jackets,Dark Yellow,657,964,603
Jackets,Dark Yellow,1625,1138,824
T-Shirts,Dark Yellow,1091,640,973
Shorts,Dark Yellow,1383,562,1610
Shirts,Dark Yellow,895,833,1285
T-Shirts,Dark Yellow,783,965,579
Skirts,Dark Yellow,1283,1600,1232
Dresses,Dark Yellow,1884,576,1008
Skirts,Dark Yellow,1532,1698,961
T-Shirts,Dark Yellow,744,621,684
Jeans,Dark Yellow,1261,1068,809
Skirts,Dark Yellow,1329,1491,1579
Shorts,Dark Yellow,1796,963,1177
T-Shirts,Dark Yellow,1169,1772,1197
Jackets,Dark Yellow,577,1033,607
Dresses,Dark Yellow,1263,514,869
Shirts,Dark Yellow,1636,1364,1776
Dresses,Dark Yellow,1709,1358,726
Skirts,Dark Yellow,853,1122,1524
Dresses,Dark Yellow,1426,1943,1684
Dresses,Dark Yellow,1370,1651,1674
Skirts,Dark Yellow,1994,962,1553
Dresses,Dark Yellow,1056,579,1562
Shirts,Dark Yellow,1089,1860,1803
Skirts,Dark Yellow,768,834,811
Shirts,Dark Yellow,1591,1193,533
Skirts,Dark Yellow,885,748,1634
Jeans,Maroon,1933,1702,1570
Jackets,Maroon,1351,1373,875
Skirts,Maroon,701,944,796
Skirts,Maroon,992,837,1422
Jeans,Maroon,1589,1291,1945
Skirts,Maroon,1461,816,1441
Shirts,Maroon,1125,574,1438
T-Shirts,Maroon,885,514,1754
Dresses,Maroon,698,1877,534
Jackets,Maroon,1481,1298,1394
Shorts,Maroon,1030,1291,1351
Shorts,Maroon,847,1193,1434
Dresses,Maroon,646,1897,1174
Shorts,Maroon,1779,1459,1185
Shorts,Maroon,620,918,849
Dresses,Maroon,541,1890,528
Jeans,Maroon,1284,513,1419
Dresses,Maroon,1317,1324,1712
Shorts,Maroon,1706,1363,1047
Jackets,Maroon,1560,1507,1537
T-Shirts,Maroon,1134,1094,1682
Jeans,Maroon,1852,1113,1606
Skirts,Maroon,1545,1655,964
Jeans,Maroon,1454,1429,1790
Shorts,Maroon,894,1643,745
Jeans,Maroon,744,520,1633
Jeans,Maroon,893,1933,1486
Shorts,Maroon,507,1967,827
Shorts,Maroon,789,1010,1411
Dresses,Maroon,1215,718,905
Dresses,Maroon,1252,1422,1331
Jackets,Maroon,1293,1743,1094
T-Shirts,Maroon,1080,1108,1809
Shirts,Maroon,507,1305,688
Dresses,Maroon,607,1844,1185
Jackets,Maroon,827,1054,801
Shirts,Maroon,1942,1562,806
Skirts,Maroon,1600,967,678
Shirts,Maroon,775,1675,1687
Jackets,Maroon,1901,1120,1137
Jeans,Maroon,1429,1912,682
Shirts,Maroon,1829,571,1742
Shorts,Maroon,1696,1795,1225
Skirts,Maroon,768,1543,1077
T-Shirts,Maroon,1314,646,1952
Shirts,Maroon,1389,809,1017
Jeans,Maroon,631,1254,938
Shorts,Maroon,1239,1294,762
T-Shirts,Maroon,1748,757,1757
Dresses,Maroon,1474,1547,770
Shorts,Maroon,641,1401,1473
Dresses,Maroon,773,775,964
Shorts,Maroon,787,1647,1375
Dresses,Maroon,1806,1377,679
Dresses,Maroon,1714,1597,946
Dresses,Maroon,1060,983,1348
Jackets,Maroon,615,1034,1621
Shirts,Maroon,906,1836,1193
Skirts,Maroon,1865,994,1447
Shorts,Maroon,1628,1057,1440
T-Shirts,Maroon,1745,1354,1538
T-Shirts,Maroon,577,1845,1306
Dresses,Maroon,1541,1267,953
T-Shirts,Maroon,1427,776,1947
Skirts,Maroon,1550,1013,963
Shorts,Maroon,1323,862,1906
Shorts,Maroon,1024,1905,1707
Jackets,Maroon,1985,555,1753
Dresses,Maroon,1551,1221,1707
Dresses,Maroon,1898,540,1503
Skirts,Maroon,940,1425,1355
Skirts,Maroon,545,939,1485
Shirts,Maroon,1961,635,1706
Shirts,Maroon,1695,1408,1360
Skirts,Maroon,1089,1455,1189
T-Shirts,Maroon,1643,1804,1831
Skirts,Maroon,1800,794,552
Jeans,Maroon,1955,551,1227
Skirts,Maroon,968,1263,1385
T-Shirts,Maroon,1924,700,1319
Shirts,Maroon,1989,1059,878
Shorts,Maroon,1700,1575,578
Dresses,Maroon,1333,1531,1737
Dresses,Maroon,949,1267,1254
Dresses,Maroon,1980,1984,697
Jeans,Maroon,936,1189,1901
T-Shirts,Maroon,603,1126,1562
Jackets,Maroon,863,634,873
Shorts,Maroon,1318,546,535
Shorts,Maroon,1484,1884,1669
Shirts,Maroon,867,564,1751
Jackets,Maroon,1315,1255,680
Shirts,Maroon,1096,1678,1286
Shorts,Maroon,1126,1958,1622
Skirts,Maroon,1885,611,952
Skirts,Maroon,1692,1083,638
Shorts,Maroon,1762,1483,752
Shirts,Maroon,1959,1060,1945
Shorts,Maroon,571,1786,721
Shirts,Maroon,561,1994,1680
Jeans,Navy,624,1240,660
Shirts,Navy,1125,605,1654
Shirts,Navy,1275,501,732
Dresses,Navy,1774,1445,1631
Skirts,Navy,679,792,1083
T-Shirts,Navy,674,622,726
Jeans,Navy,943,927,1606
Shirts,Navy,1131,564,1804
T-Shirts,Navy,1914,927,1117
Shirts,Navy,1311,606,1158
Jeans,Navy,1682,764,1991
Jackets,Navy,654,1536,1820
Jackets,Navy,1492,744,1823
Jackets,Navy,1877,885,1258
Jeans,Navy,1801,1214,1258
T-Shirts,Navy,1092,1879,1338
Dresses,Navy,1568,1844,1150
Jeans,Navy,647,854,1759
Shorts,Navy,1112,604,1997
Jackets,Navy,895,1969,1105
Skirts,Navy,1350,941,1372
T-Shirts,Navy,1551,1293,974
Skirts,Navy,1828,1928,1001
Skirts,Navy,1763,1517,1069
Shorts,Navy,1194,1860,525
Skirts,Navy,1932,1600,716
Shirts,Navy,1273,1546,1169
Jeans,Navy,809,1098,766
Shorts,Navy,1145,1790,1856
Shorts,Navy,949,1064,1770
Skirts,Navy,1924,527,719
Jeans,Navy,770,1291,1462
Jeans,Navy,1977,1333,816
Jeans,Navy,1820,837,1830
Skirts,Navy,850,1010,1024
Jackets,Navy,991,508,1060
Shirts,Navy,939,1291,1631
Shirts,Navy,1778,532,1546
Shirts,Navy,1065,548,961
Jeans,Navy,835,1881,1645
Skirts,Navy,858,845,692
Dresses,Navy,1986,1255,1669
Jeans,Navy,1327,1389,1152
Jeans,Navy,1350,610,1119
Shorts,Navy,1292,549,1537
Jeans,Navy,1087,1095,1866
Jeans,Navy,1809,813,1105
Dresses,Navy,1068,1687,1331
Dresses,Navy,1109,515,1867
Jeans,Navy,1869,571,769
Shorts,Navy,565,1379,567
Dresses,Navy,1578,1479,1902
Jeans,Navy,1691,1932,1007
Dresses,Navy,1336,1625,1385
Jackets,Navy,921,1274,977
Jeans,Navy,619,1814,987
Dresses,Navy,577,1561,1917
Dresses,Navy,961,1111,1817
Skirts,Navy,1416,1615,1108
Jeans,Navy,1180,1394,770
Skirts,Navy,1310,1058,598
Jeans,Navy,693,1680,1638
Skirts,Navy,1269,1523,1379
Jeans,Navy,1244,1182,514
T-Shirts,Navy,867,1137,1352
Shirts,Navy,1736,1199,504
Shorts,Navy,1724,1925,1672
Skirts,Navy,1511,1749,1085
T-Shirts,Navy,668,1260,1291
Dresses,Navy,543,1196,1003
T-Shirts,Navy,1764,1429,1342
Shorts,Navy,522,1097,1566
Jackets,Navy,539,802,674
Shorts,Navy,1984,1120,1716
Skirts,Navy,1335,779,1559
Shirts,Navy,1397,1677,1546
Shorts,Navy,1431,590,889
T-Shirts,Navy,1882,1049,1430
Skirts,Navy,1725,1873,1561
Shirts,Navy,999,1566,1370
Jackets,Navy,1016,567,622
Shirts,Navy,835,1676,1473
T-Shirts,Navy,1685,1737,1899
T-Shirts,Navy,922,1438,1303
Shorts,Navy,1133,1753,1582
Jeans,Navy,853,1835,1659
Jeans,Navy,1466,1422,972
Jeans,Navy,1474,1036,1669
Skirts,Navy,586,608,1946
Dresses,Navy,1789,1493,1856
Jeans,Navy,1936,1436,1504
Dresses,Navy,690,1432,641
Shirts,Navy,1596,1339,1690
Jeans,Navy,1782,1962,1634
Dresses,Navy,1363,1338,1030
Jackets,Navy,1473,1061,674
Jeans,Navy,684,1862,1009
T-Shirts,Navy,1833,1869,1604
Jeans,Navy,655,1286,1294
Skirts,Navy,1260,646,980
T-Shirts,Gold,568,1374,685
Jackets,Gold,703,1053,512
Jackets,Gold,1797,1821,550
Skirts,Gold,868,1223,856
T-Shirts,Gold,1777,1998,1346
Jackets,Gold,755,1673,778
T-Shirts,Gold,945,612,1335
T-Shirts,Gold,1930,866,1583
Dresses,Gold,1227,1992,1505
Shorts,Gold,1219,1586,683
Shorts,Gold,810,676,1952
Dresses,Gold,1346,1690,1748
Dresses,Gold,508,735,1209
Skirts,Gold,1184,1293,1551
Shorts,Gold,526,1049,1719
T-Shirts,Gold,584,1553,965
T-Shirts,Gold,1713,511,1512
Jeans,Gold,1561,1071,1817
Shorts,Gold,1413,679,1296
Jeans,Gold,1967,1544,1668
Dresses,Gold,1669,940,1386
Shirts,Gold,1839,1689,1726
Skirts,Gold,967,1212,884
Jackets,Gold,1270,1778,1458
Shirts,Gold,522,838,1322
Shorts,Gold,865,1895,1414
Jeans,Gold,1742,974,1946
Skirts,Gold,1983,526,1441
Jackets,Gold,1300,1359,1746
Jackets,Gold,1671,1947,1238
Shorts,Gold,1709,914,1481
Shirts,Gold,540,1404,1511
Dresses,Gold,1202,578,1216
Jeans,Gold,1043,1973,973
Jeans,Gold,1774,793,1109
Skirts,Gold,1835,1313,1054
Skirts,Gold,545,1759,1571
Jeans,Gold,583,1042,1684
Skirts,Gold,570,1019,1397
Dresses,Gold,1575,1568,792
Jackets,Gold,1311,1988,1366
Skirts,Gold,1506,761,1079
T-Shirts,Gold,856,1942,1197
Dresses,Gold,1724,1536,942
Jeans,Gold,785,1781,1069
Skirts,Gold,1339,997,1204
Shirts,Gold,1061,531,542
Shirts,Gold,1874,1857,1058
Jeans,Gold,1936,1442,1542
T-Shirts,Gold,536,591,684
Skirts,Gold,871,1331,844
T-Shirts,Gold,1719,577,666
Jackets,Gold,763,1995,1731
Skirts,Gold,1794,1786,1011
Jeans,Gold,1075,1221,1835
Jeans,Gold,930,1267,962
Shirts,Gold,1539,1781,743
Skirts,Gold,1772,604,1193
T-Shirts,Gold,1810,1692,1943
Shorts,Gold,1566,1844,1317
Shirts,Gold,1964,643,1389
Skirts,Gold,1289,1052,1343
T-Shirts,Gold,1336,1518,1690
T-Shirts,Gold,1250,748,1274
Skirts,Gold,1880,1634,1191
Skirts,Gold,1319,1218,733
Jackets,Gold,1904,1505,1869
Jackets,Gold,1021,516,744
Jeans,Gold,1269,1216,1725
Jeans,Gold,508,1097,522
Shorts,Gold,739,526,1483
Shirts,Gold,1604,698,1274
Skirts,Gold,1350,1607,799
Shorts,Gold,795,1146,1977
Dresses,Gold,1500,1582,1408
Shorts,Gold,1865,1252,1988
Jeans,Gold,561,1275,1124
Shirts,Gold,755,1327,1513
Skirts,Gold,1870,1827,1114
Shirts,Gold,1256,1323,1279
Skirts,Gold,1935,1377,1740
Skirts,Gold,973,535,1701
T-Shirts,Gold,1540,1329,1571
Jeans,Gold,1592,865,1685
T-Shirts,Gold,1444,1475,930
Shorts,Gold,1358,729,869
Jackets,Gold,1933,1067,1793
Jeans,Gold,1292,1399,1474
Jackets,Gold,1345,1261,1716
Jackets,Gold,1712,1799,1597
Jackets,Gold,715,789,944
Skirts,Gold,1422,1051,692
Shorts,Gold,788,1082,1667
Shirts,Gold,1930,1893,1356
Dresses,Gold,1280,1395,1419
T-Shirts,Gold,1063,512,1486
Skirts,Gold,1364,811,1232
T-Shirts,Gold,1721,799,1967
Shorts,Gold,1891,668,1672
Dresses,Gold,1267,1481,541
Jackets,Aquamarine,1469,1767,963
Dresses,Aquamarine,1412,1297,1293
Shirts,Aquamarine,1030,1064,1796
Jeans,Aquamarine,1371,712,1448
Dresses,Aquamarine,1627,691,1903
Shorts,Aquamarine,1604,1204,1048
Dresses,Aquamarine,653,1070,739
Jeans,Aquamarine,1304,1298,1727
T-Shirts,Aquamarine,1873,1187,1273
Shorts,Aquamarine,642,1712,771
Skirts,Aquamarine,1823,925,545
Shorts,Aquamarine,563,912,1532
T-Shirts,Aquamarine,1932,969,1309
Jackets,Aquamarine,1596,583,558
Shirts,Aquamarine,1981,1417,656
Shorts,Aquamarine,1852,1075,1336
T-Shirts,Aquamarine,1629,1645,817
Jeans,Aquamarine,1839,905,1485
Shirts,Aquamarine,1593,1683,1763
T-Shirts,Aquamarine,1661,994,1178
Shorts,Aquamarine,1766,1859,1945
T-Shirts,Aquamarine,693,807,1005
Dresses,Aquamarine,1174,1432,1962
T-Shirts,Aquamarine,1107,982,1746
Shirts,Aquamarine,616,1467,691
Skirts,Aquamarine,1117,1015,806
Skirts,Aquamarine,1031,621,1148
Jackets,Aquamarine,1369,1975,1692
T-Shirts,Aquamarine,800,1052,1640
T-Shirts,Aquamarine,1650,1928,898
T-Shirts,Aquamarine,1304,997,1441
Jeans,Aquamarine,1788,1786,1921
Jeans,Aquamarine,935,1339,859
Dresses,Aquamarine,1363,1133,1764
T-Shirts,Aquamarine,1745,713,1415
Shorts,Aquamarine,634,1253,885
Shorts,Aquamarine,1810,1712,1820
Jeans,Aquamarine,888,1982,1243
Shirts,Aquamarine,1203,1424,1272
Dresses,Aquamarine,1363,1559,578
T-Shirts,Aquamarine,1801,1173,811
Dresses,Aquamarine,703,1484,516
Jackets,Aquamarine,975,1516,709
T-Shirts,Aquamarine,1925,928,1601
Jackets,Aquamarine,557,1731,1658
Skirts,Aquamarine,1493,1021,1080
Shirts,Aquamarine,1398,1606,1120
Skirts,Aquamarine,1465,1409,992
T-Shirts,Aquamarine,1541,1104,1447
Jeans,Aquamarine,1671,1995,671
T-Shirts,Aquamarine,1030,1643,565
Shirts,Aquamarine,945,688,657
Jackets,Aquamarine,1169,745,1355
Skirts,Aquamarine,1556,1884,829
Jackets,Aquamarine,1594,1836,578
Dresses,Aquamarine,1309,1482,679
Skirts,Aquamarine,759,1528,796
Skirts,Aquamarine,1354,859,616
Shirts,Aquamarine,1456,938,1854
Shirts,Aquamarine,1711,1804,1989
T-Shirts,Aquamarine,1759,1861,1021
Shorts,Aquamarine,1573,1665,1169
Jeans,Aquamarine,1605,530,1507
Shirts,Aquamarine,1159,676,869
T-Shirts,Aquamarine,1034,1629,596
Jeans,Aquamarine,726,870,1623
Shirts,Aquamarine,1991,554,1718
T-Shirts,Aquamarine,1651,531,592
Shorts,Aquamarine,1781,1352,1743
Jackets,Aquamarine,915,1056,1832
Jeans,Aquamarine,1982,1098,1893
T-Shirts,Aquamarine,1188,510,1317
T-Shirts,Aquamarine,918,1645,1410
T-Shirts,Aquamarine,1854,847,1457
Skirts,Aquamarine,1747,652,1735
Skirts,Aquamarine,830,1990,1454
Shirts,Aquamarine,1469,1053,1429
Skirts,Aquamarine,693,1029,1344
T-Shirts,Aquamarine,1912,1799,1973
Shorts,Aquamarine,977,979,787
Jackets,Aquamarine,1194,1039,829
Jeans,Aquamarine,1348,1033,966
Dresses,Aquamarine,919,1645,1261
Jeans,Aquamarine,1390,807,1423
Jeans,Aquamarine,1453,1943,1849
Jeans,Aquamarine,1288,1331,1343
Shirts,Aquamarine,749,1618,1819
Skirts,Aquamarine,1298,685,1932
Shirts,Aquamarine,1337,1126,1358
Dresses,Aquamarine,1282,1274,1506
T-Shirts,Aquamarine,1176,1606,710
Dresses,Aquamarine,1860,989,1926
Shorts,Aquamarine,690,1170,1342
Shorts,Aquamarine,1610,1078,561
T-Shirts,Aquamarine,1669,652,1118
Skirts,Aquamarine,1197,1872,677
Dresses,Aquamarine,1346,986,1770
Jeans,Aquamarine,999,1040,1875
Jackets,Aquamarine,512,650,1573
Shorts,Aquamarine,1490,1143,871
Dresses,Beige,751,1864,552
Jackets,Beige,692,1090,1580
Dresses,Beige,697,646,1818
T-Shirts,Beige,1183,1535,832
Skirts,Beige,1921,1865,1011
Skirts,Beige,1991,1689,1693
Skirts,Beige,1011,1712,1643
Dresses,Beige,1173,1306,1564
Dresses,Beige,1375,1176,820
Jeans,Beige,834,1683,763
Dresses,Beige,2000,851,1733
Shorts,Beige,1905,1175,1418
Shirts,Beige,533,1668,850
Shorts,Beige,964,847,624
Jeans,Beige,1794,856,1026
Jackets,Beige,997,1676,552
Shirts,Beige,1002,1369,1973
T-Shirts,Beige,1800,951,1951
T-Shirts,Beige,1741,1237,1026
Skirts,Beige,789,919,838
Dresses,Beige,1210,1486,1458
Skirts,Beige,1942,1730,1185
Dresses,Beige,1559,872,1782
Jackets,Beige,1030,1423,522
Dresses,Beige,1504,1402,1776
Jeans,Beige,1313,1154,1974
Shorts,Beige,806,507,1592
Jeans,Beige,1074,1591,1411
Skirts,Beige,1931,1017,1642
Dresses,Beige,1554,982,706
Shirts,Beige,1078,886,911
Jackets,Beige,1893,1876,1859
T-Shirts,Beige,1405,1812,1462
Shirts,Beige,639,799,1536
Skirts,Beige,1324,899,1491
Shirts,Beige,1879,648,806
Shirts,Beige,1583,934,520
T-Shirts,Beige,881,744,1596
Dresses,Beige,1599,1197,1089
Jeans,Beige,1865,1813,1067
T-Shirts,Beige,758,925,1529
Jeans,Beige,690,647,904
Jackets,Beige,1229,589,1323
Jackets,Beige,1610,1337,1674
Skirts,Beige,1124,529,627
Jeans,Beige,920,1578,804
Jackets,Beige,1628,1695,521
Shorts,Beige,890,1116,648
Skirts,Beige,798,671,546
Jackets,Beige,706,952,1918
Shorts,Beige,1424,1253,1824
Skirts,Beige,1508,1175,1699
Shorts,Beige,1282,1633,1183
T-Shirts,Beige,1363,1725,667
Jeans,Beige,585,1348,1574
Shorts,Beige,941,770,843
Shorts,Beige,1002,1533,993
Jackets,Beige,1821,743,1874
T-Shirts,Beige,1392,700,738
Jeans,Beige,1414,1938,1468
Skirts,Beige,1960,745,1531
T-Shirts,Beige,866,1443,585
Shorts,Beige,945,1119,803
Skirts,Beige,1944,1403,1908
Skirts,Beige,1721,546,1256
T-Shirts,Beige,1784,1189,1547
Shorts,Beige,1285,839,911
Shirts,Beige,1784,785,1609
Jackets,Beige,929,530,1102
Dresses,Beige,1872,911,1027
Jeans,Beige,1448,1919,1861
Jackets,Beige,936,1203,1162
Shirts,Beige,1422,612,675
Shirts,Beige,1701,1435,881
Shorts,Beige,1782,1712,805
Jackets,Beige,1101,842,655
Shorts,Beige,1965,1723,902
Jeans,Beige,1296,1122,1102
Dresses,Beige,948,1242,800
T-Shirts,Beige,806,1250,1368
Shorts,Beige,1790,713,982
Jeans,Beige,1590,632,1011
T-Shirts,Beige,1487,1486,1216
Shirts,Beige,537,1566,1128
Shirts,Beige,1486,545,1977
Jeans,Beige,804,732,744
Dresses,Beige,1259,1818,1338
Shorts,Beige,657,1928,1524
Dresses,Beige,1427,1006,1260
Shirts,Beige,1553,1126,1019
Dresses,Beige,774,991,1326
Shorts,Beige,1425,1346,1559
Shorts,Beige,1567,1678,1600
Jeans,Beige,1961,1955,538
Shorts,Beige,1536,621,643
Skirts,Beige,954,867,1258
Shorts,Beige,1422,1568,1264
Shorts,Beige,1814,706,1018
Jeans,Beige,741,1637,1318
Jeans,Beige,1799,1619,1817
Shirts,Bronze,1883,787,653
Jackets,Bronze,922,1349,549
Shorts,Bronze,1063,1353,1382
Jeans,Bronze,1064,712,1589
Shirts,Bronze,1310,1349,1843
Shorts,Bronze,1660,1380,1588
Jackets,Bronze,1655,833,531
Skirts,Bronze,1397,1766,1715
Jeans,Bronze,1100,1487,1714
Jeans,Bronze,1672,1098,1939
Shorts,Bronze,1368,515,1629
T-Shirts,Bronze,1627,860,1558
Dresses,Bronze,807,1458,1576
T-Shirts,Bronze,1604,1333,1892
Jackets,Bronze,530,1203,1368
Dresses,Bronze,732,1557,1766
Shorts,Bronze,558,1270,1601
Jeans,Bronze,801,1302,1396
Jeans,Bronze,611,1936,816
Dresses,Bronze,1668,1167,1189
Jackets,Bronze,517,1874,1678
Jackets,Bronze,1277,859,831
Jeans,Bronze,1027,511,1598
Skirts,Bronze,1140,782,1718
Skirts,Bronze,1553,1532,1832
Shirts,Bronze,1833,1176,1204
Jackets,Bronze,1090,590,955
Skirts,Bronze,943,578,1998
Shorts,Bronze,602,1122,1979
Jeans,Bronze,1837,1770,733
Jackets,Bronze,1143,1758,1289
T-Shirts,Bronze,1346,537,1684
Jeans,Bronze,1972,1640,740
Jackets,Bronze,1061,1305,797
Shirts,Bronze,653,1231,967
Dresses,Bronze,545,1808,1279
Skirts,Bronze,581,1567,1454
Dresses,Bronze,893,1289,1094
Jackets,Bronze,1064,500,715
Shirts,Bronze,1751,1996,1265
Shorts,Bronze,1810,1010,1414
Shirts,Bronze,1981,594,992
Shirts,Bronze,1521,649,1546
Skirts,Bronze,1738,898,909
T-Shirts,Bronze,1354,647,880
Shirts,Bronze,1051,1644,794
Jackets,Bronze,668,1209,1666
Shirts,Bronze,1784,730,753
Dresses,Bronze,1820,1479,509
Jeans,Bronze,1421,1335,1753
Jeans,Bronze,1948,692,900
Shirts,Bronze,1291,762,828
T-Shirts,Bronze,1901,1864,758
Shorts,Bronze,584,807,761
Jackets,Bronze,1296,1130,1179
Dresses,Bronze,1975,1774,823
Shirts,Bronze,1752,1820,1226
Shirts,Bronze,1477,716,1769
Shorts,Bronze,818,1493,1955
Skirts,Bronze,536,1230,1865
T-Shirts,Bronze,1912,1557,538
T-Shirts,Bronze,708,1329,1355
T-Shirts,Bronze,1888,1722,1100
T-Shirts,Bronze,1602,2000,933
Shirts,Bronze,1341,531,1610
Shorts,Bronze,892,1767,1755
Jeans,Bronze,691,769,1237
Shirts,Bronze,1234,1383,1690
Skirts,Bronze,1612,1043,1148
Skirts,Bronze,749,594,516
Shirts,Bronze,1482,832,1603
Jeans,Bronze,1955,1726,615
T-Shirts,Bronze,1743,1776,1692
Shorts,Bronze,815,1309,871
Shirts,Bronze,1476,655,1113
Shirts,Bronze,1007,964,1282
Skirts,Bronze,719,514,616
T-Shirts,Bronze,555,1874,1655
T-Shirts,Bronze,1749,807,1998
Jackets,Bronze,721,1696,1863
Shirts,Bronze,1680,650,1701
Shirts,Bronze,611,1182,1661
Dresses,Bronze,831,1392,1830
Dresses,Bronze,1925,777,1843
Shirts,Bronze,1396,996,1886
Skirts,Bronze,1154,1559,802
Jeans,Bronze,1225,1555,685
Jeans,Bronze,1172,1773,1500
T-Shirts,Bronze,778,1182,1525
Jackets,Bronze,1689,1510,1424
Skirts,Bronze,1633,879,1334
Shorts,Bronze,784,920,612
Jackets,Bronze,727,1994,1027
Shorts,Bronze,661,1204,1221
Jackets,Bronze,945,1243,926
Shorts,Bronze,1220,1183,1081
Shirts,Bronze,1557,1235,1190
Jeans,Bronze,1253,1946,1991
Shorts,Bronze,1549,1804,1303
Shorts,Bronze,1469,685,994
Skirts,Orchid,933,707,632
T-Shirts,Orchid,1719,1785,1805
Dresses,Orchid,1626,1706,922
Dresses,Orchid,743,1281,1123
Shorts,Orchid,1916,1026,536
Jackets,Orchid,1138,1351,571
Shorts,Orchid,1672,604,720
Jackets,Orchid,1362,1897,1017
Skirts,Orchid,798,1360,541
T-Shirts,Orchid,1396,991,1962
Shorts,Orchid,1570,584,1581
Shorts,Orchid,1210,708,1771
T-Shirts,Orchid,538,1775,1425
T-Shirts,Orchid,1261,1936,1445
Jeans,Orchid,551,873,1430
Skirts,Orchid,1613,1178,850
Shirts,Orchid,1686,1765,1906
Skirts,Orchid,1153,562,1008
Skirts,Orchid,1614,1947,1320
Shirts,Orchid,649,1794,1380
Shirts,Orchid,1639,1203,1015
T-Shirts,Orchid,1764,529,1666
Jeans,Orchid,1448,515,610
Dresses,Orchid,606,878,661
T-Shirts,Orchid,768,983,1166
Dresses,Orchid,1720,1766,1097
Shorts,Orchid,1782,1297,1672
T-Shirts,Orchid,889,915,925
Shirts,Orchid,1740,1366,585
Shorts,Orchid,1843,617,1458
Jackets,Orchid,1491,914,1098
Dresses,Orchid,1202,1036,919
Shorts,Orchid,1965,1472,1149
Shorts,Orchid,1989,787,911
Jackets,Orchid,635,1987,1258
T-Shirts,Orchid,1209,1524,880
Shirts,Orchid,1983,1305,975
Shirts,Orchid,1453,1348,1396
Jeans,Orchid,1707,690,573
Shorts,Orchid,1626,1370,1085
Skirts,Orchid,972,613,1902
Dresses,Orchid,829,838,737
Shirts,Orchid,578,963,1104
Skirts,Orchid,1061,784,722
Dresses,Orchid,1789,872,1756
Shorts,Orchid,1327,735,1170
Shirts,Orchid,1327,1262,1837
Dresses,Orchid,879,1293,1113
T-Shirts,Orchid,919,551,1318
T-Shirts,Orchid,704,1500,1230
Dresses,Orchid,684,644,1537
Jeans,Orchid,686,1860,1782
Jackets,Orchid,539,1100,1461
Jackets,Orchid,1485,1874,508
